
16351	P82-1029	7.5925e-06
16350	P82-1028	7.59193e-06
8384	P96-1001	7.59054e-06
8383	C96-1073	7.59054e-06
3376	C02-1056	7.59013e-06
3375	C02-1163	7.59013e-06
6820	C88-2103	7.59006e-06
7902	C94-1034	7.58999e-06
6819	P88-1019	7.58978e-06
7901	P94-1039	7.58942e-06
5995	C67-1020	7.58929e-06
5996	C67-1002	7.58929e-06
13540	J86-3001	2.77901e-08
6365	C86-1033	2.33484e-08
2328	A97-1054	2.22066e-08
2483	P02-1022	2.10989e-08
6370	J90-2002	1.77963e-08
1434	J93-2004	1.56097e-08
7129	J96-2004	1.55584e-08
16368	P83-1009	1.55451e-08
11989	J96-1002	1.44575e-08
16777	P98-1013	1.44494e-08
16369	P85-1008	1.33256e-08
6829	J91-4003	1.22173e-08
13516	P84-1026	1.22146e-08
6647	J93-2003	1.11505e-08
126	A00-1031	1.11139e-08
16422	P84-1038	1.1105e-08
2171	J03-3001	1.11046e-08
7142	J95-2003	1.00033e-08
6730	C90-2010	9.99495e-09
2091	A97-1011	9.9947e-09
16576	P98-2219	9.99343e-09
6409	P93-1008	9.99325e-09
1351	A88-1030	8.90402e-09
6802	C92-2082	8.89837e-09
11799	J93-1003	8.89774e-09
1441	J95-4004	8.89676e-09
13716	J88-2003	8.88722e-09
13403	P85-1007	8.88635e-09
7037	C92-1019	8.88574e-09
13521	J84-3005	8.8848e-09
11157	E95-1009	8.88288e-09
16479	P86-1035	8.88278e-09
13345	J79-1035e	8.88213e-09
16280	P81-1028	8.8816e-09
1350	A88-1019	7.7941e-09
1530	W95-0107	7.78558e-09
1432	J93-1007	7.78058e-09
13523	P87-1015	7.77549e-09
7391	C96-2184	7.77484e-09
11729	J92-1004	7.77451e-09
6247	P97-1035	7.77414e-09
16929	T75-2001	7.77402e-09
13346	J81-1002	7.77282e-09
16519	P86-1009	7.77259e-09
6049	C73-2028	7.772e-09
2020	J96-2002	7.77182e-09
6172	C82-1015	7.77095e-09
15681	P02-1040	6.71833e-09
9123	P07-2045	6.69704e-09
7999	P98-2127	6.68072e-09
14134	W02-1001	6.67933e-09
1428	J90-1003	6.67619e-09
1354	A92-1021	6.67058e-09
3409	W04-1013	6.66903e-09
13443	P83-1007	6.66841e-09
14841	M95-1005	6.66779e-09
6616	C88-2121	6.66704e-09
13386	P83-1021	6.66624e-09
1425	J00-3003	6.66618e-09
8600	W03-1719	6.66549e-09
13450	J81-4003	6.66492e-09
6737	J94-4001	6.66465e-09
6293	C86-1016	6.66443e-09
11192	J97-1002	6.66408e-09
15647	W02-0108	6.66404e-09
6585	J87-1004	6.66371e-09
13354	P81-1029	6.66353e-09
3785	N03-1022	6.66272e-09
13587	P94-1001	6.66257e-09
12233	P99-1022	6.66253e-09
8147	W96-0201	6.66217e-09
2745	P02-1048	6.66216e-09
6389	C92-2081	6.6616e-09
16926	T75-1004	6.6616e-09
16965	T78-1005	6.66143e-09
6200	C82-1024	6.66086e-09
13814	J92-4003	5.56952e-09
2300	W99-0613	5.5601e-09
16343	P85-1018	5.5595e-09
958	P06-4020	5.55673e-09
15182	N04-3012	5.55575e-09
13455	P84-1027	5.55553e-09
12299	P97-1017	5.55498e-09
13559	J92-4007	5.55455e-09
7384	C92-1010	5.55447e-09
17090	W02-0109	5.55447e-09
1060	A00-2030	5.55437e-09
7080	C90-2036	5.55422e-09
16341	P82-1014	5.55392e-09
16374	P83-1017	5.55388e-09
16477	P88-1020	5.55388e-09
14543	W00-0403	5.55337e-09
6643	C94-1084	5.55325e-09
13341	J81-4001	5.55316e-09
16344	P85-1021	5.55298e-09
17164	W02-1817	5.55298e-09
16942	T75-2013	5.55296e-09
2607	C00-1027	5.55271e-09
14583	J99-3003	5.55265e-09
1339	J90-3003	5.55218e-09
11700	H86-1003	5.55214e-09
11918	H94-1039	5.55204e-09
13433	J82-3002	5.55196e-09
13376	J80-1001	5.55192e-09
17455	W06-2810	5.55192e-09
6607	C86-1156	5.5519e-09
32	W03-1602	5.55188e-09
13417	P84-1076	5.55186e-09
7592	C94-1044	5.55184e-09
13515	J84-3003	5.55171e-09
13672	P90-1035	5.55165e-09
12058	H91-1066	5.55159e-09
6671	C90-2064	5.55155e-09
6183	C82-1017	5.55149e-09
16440	P84-1063	5.55141e-09
10867	E83-1008	5.55135e-09
8107	P97-1040	5.55121e-09
1416	H92-1041	5.55117e-09
15235	N06-1028	5.55114e-09
2923	P01-1033	5.5511e-09
17667	W09-2902	5.55104e-09
16484	P87-1024	5.55092e-09
2181	J01-1003	5.55092e-09
16288	P80-1014	5.55055e-09
3164	J03-1002	4.4813e-09
35	J02-3001	4.46027e-09
12153	W96-0213	4.45984e-09
7174	P95-1026	4.45806e-09
2708	P02-1053	4.45403e-09
7163	C92-2070	4.45385e-09
7551	J98-1004	4.4513e-09
1352	A92-1018	4.44969e-09
3079	N03-1028	4.44938e-09
1491	P97-1023	4.44875e-09
1360	A97-1029	4.44828e-09
1462	P89-1010	4.44822e-09
9082	D07-1090	4.44754e-09
6100	P83-1019	4.44744e-09
12274	J98-4003	4.44708e-09
1412	H92-1022	4.44702e-09
7148	J97-1003	4.44687e-09
10646	P06-1095	4.44665e-09
6119	P84-1036	4.44634e-09
7545	H93-1052	4.44633e-09
13511	P90-1010	4.44632e-09
16503	P85-1036	4.44628e-09
2192	P99-1065	4.44482e-09
11111	J06-1003	4.44473e-09
7385	E93-1066	4.44467e-09
572	C04-1180	4.44443e-09
10939	E89-1009	4.4443e-09
13395	J80-3003	4.44412e-09
6118	J98-1001	4.44394e-09
437	J02-4002	4.44394e-09
16408	P86-1038	4.44383e-09
7170	J98-1006	4.44371e-09
11223	W00-1007	4.44361e-09
16523	P86-1021	4.44351e-09
16320	P86-1004	4.44351e-09
16308	P81-1016	4.44347e-09
1765	P93-1035	4.44312e-09
13739	J88-3006	4.44302e-09
7265	P92-1005	4.44286e-09
8040	J01-1001	4.44267e-09
13551	J87-1002	4.44253e-09
6459	J94-1003	4.44251e-09
7797	P98-2173	4.44243e-09
8012	W03-1028	4.44235e-09
3901	W06-2922	4.44233e-09
7720	W99-0501	4.44222e-09
2212	H01-1052	4.44218e-09
6440	J87-3003	4.44218e-09
6035	C73-1021	4.44192e-09
13884	J92-1002	4.44192e-09
12218	P96-1009	4.44192e-09
13477	J82-3001	4.44188e-09
6336	E87-1022	4.4418e-09
403	A00-2001	4.44176e-09
6052	J80-1002	4.44169e-09
65	J03-2003	4.44169e-09
8242	C96-2212	4.44167e-09
6126	C80-1064	4.44165e-09
8248	P98-1064	4.44163e-09
12086	P99-1040	4.44161e-09
13414	P81-1013	4.44161e-09
10358	E03-1036	4.44157e-09
4055	P07-1077	4.44155e-09
14234	J94-3007	4.44155e-09
11562	H05-1067	4.44155e-09
12623	J04-2002	4.44155e-09
6661	J91-3003	4.44153e-09
7939	C94-1048	4.44149e-09
6000	C67-1009	4.44145e-09
13336	J79-1033d	4.44145e-09
7065	E91-1003	4.44139e-09
8118	C94-2172	4.44137e-09
996	W09-0613	4.44137e-09
15164	W07-1008	4.44137e-09
3258	W03-1709	4.44133e-09
16651	P99-1001	4.44131e-09
13457	J82-1001	4.44127e-09
13322	J79-1005	4.44125e-09
6054	C73-2029	4.44125e-09
10821	E09-2008	4.44124e-09
2106	P01-1040	4.44116e-09
6189	E85-1039	4.44114e-09
16972	T78-1012	4.44114e-09
13749	J88-4003	4.44112e-09
2636	N06-1009	4.4411e-09
7158	C96-1049	4.44108e-09
2875	C00-1073	4.44108e-09
1244	C88-2160	4.44108e-09
16292	P80-1016	4.44106e-09
16985	T78-1029	4.44104e-09
1201	W02-0305	4.44104e-09
16969	T78-1011	4.44102e-09
7221	C90-3015	4.44102e-09
16543	P90-1019	4.441e-09
6239	C82-1062	4.44098e-09
10414	E03-1075	4.44096e-09
11004	E93-1013	4.44096e-09
6167	C82-1013	4.44096e-09
17075	W01-1515	4.44094e-09
16945	T75-2014	4.44094e-09
18111	W98-1305	4.44092e-09
7531	C92-2069	4.44088e-09
6199	C86-1133	4.44084e-09
6204	C82-1025	4.44084e-09
11855	H89-2047	4.44082e-09
6972	C88-2156	4.44078e-09
12310	H94-1073	4.44068e-09
1241	A83-1013	4.44061e-09
12143	W01-1602	4.44055e-09
713	P03-1054	3.35548e-09
560	A00-2018	3.3547e-09
2718	W02-1011	3.3468e-09
1477	P93-1024	3.34283e-09
743	P06-1055	3.34258e-09
197	N03-1033	3.3416e-09
11360	N03-1020	3.34087e-09
1427	J01-4004	3.34038e-09
14995	W05-0909	3.33922e-09
1466	P90-1034	3.3391e-09
11017	H94-1020	3.33867e-09
9412	D08-1027	3.3386e-09
4771	C04-1200	3.33799e-09
1279	J94-4002	3.33793e-09
7418	J94-3001	3.33756e-09
1808	A97-1052	3.33738e-09
1872	N03-1003	3.33722e-09
1487	P96-1041	3.33701e-09
647	J03-4003	3.33659e-09
12240	P02-1035	3.33653e-09
1676	A97-1004	3.33606e-09
6312	P89-1009	3.33573e-09
12641	J01-2001	3.33555e-09
1386	C94-2174	3.33545e-09
7915	C94-1042	3.33544e-09
15097	P07-1056	3.33538e-09
1430	J93-1004	3.33524e-09
1534	W96-0102	3.3352e-09
12264	P98-1012	3.33506e-09
12775	W04-2412	3.33463e-09
2395	J03-3002	3.33451e-09
4137	S12-1051	3.33451e-09
646	J01-2004	3.3342e-09
6364	C88-1016	3.33414e-09
910	C08-1109	3.33404e-09
7279	C90-3044	3.33402e-09
13875	W04-2807	3.33396e-09
13582	P89-1025	3.33396e-09
2764	P04-1021	3.33389e-09
13250	J08-4004	3.33377e-09
11812	H89-2019	3.33367e-09
9414	D09-1030	3.33365e-09
7553	P02-1033	3.33359e-09
2010	A94-1037	3.33355e-09
1591	P88-1012	3.33347e-09
347	W03-0405	3.3334e-09
1363	C00-1044	3.33328e-09
10931	E87-1002	3.33316e-09
13564	J97-1005	3.33316e-09
445	P03-1071	3.33312e-09
8395	C96-1079	3.33304e-09
1401	H89-2012	3.33292e-09
11263	W04-2406	3.33285e-09
8302	W02-1503	3.33285e-09
12650	W02-0603	3.33285e-09
16770	W07-2012	3.33279e-09
6704	J91-1003	3.33269e-09
7467	P97-1013	3.33267e-09
1910	W97-0119	3.33257e-09
6481	C90-3052	3.33255e-09
2234	C00-1030	3.33251e-09
11193	E95-1027	3.33251e-09
8234	P03-1051	3.33243e-09
14011	W99-0625	3.33243e-09
13388	J81-4002	3.33239e-09
14422	W04-2319	3.33237e-09
14978	W04-3247	3.33237e-09
6875	P88-1032	3.33233e-09
6087	C80-1027	3.33231e-09
3267	P06-2006	3.3323e-09
1997	J00-3004	3.3323e-09
3731	E06-1051	3.3323e-09
15138	N04-1025	3.33224e-09
7763	P97-1021	3.3322e-09
1484	P96-1010	3.3322e-09
7012	C90-1021	3.3322e-09
7175	P98-2180	3.33218e-09
15734	P05-2008	3.33214e-09
12611	J00-4005	3.33212e-09
357	A00-1041	3.33208e-09
6034	J94-3004	3.33208e-09
13865	J91-3004	3.33202e-09
1325	J89-1003	3.332e-09
13527	J85-2001	3.332e-09
2027	A97-1001	3.33196e-09
16957	T75-2034	3.33194e-09
13864	J97-4001	3.33194e-09
6625	E89-1008	3.33194e-09
7552	N03-1032	3.33194e-09
12037	H93-1021	3.33188e-09
6405	P90-1020	3.33188e-09
15841	W07-2013	3.33188e-09
6413	C86-1046	3.33188e-09
1986	J96-1003	3.33184e-09
8078	P02-1032	3.33182e-09
2482	M98-1021	3.33182e-09
13957	P02-1054	3.33182e-09
1678	A97-1017	3.33182e-09
6343	P91-1024	3.33175e-09
6132	J85-2002	3.33175e-09
1186	N04-3002	3.33175e-09
11704	P98-1015	3.33171e-09
8161	P95-1016	3.33169e-09
15532	P00-1018	3.33169e-09
16330	P81-1036	3.33163e-09
16468	P84-1107	3.33163e-09
7986	C94-2144	3.33163e-09
16995	W00-0203	3.33163e-09
4096	P09-1075	3.33163e-09
15087	N03-4009	3.33159e-09
8102	C94-2163	3.33157e-09
11167	W97-1102	3.33153e-09
2797	C00-1065	3.33153e-09
10918	P85-1012	3.33151e-09
6746	W90-0108	3.33151e-09
13478	J85-4001	3.33151e-09
17212	W06-3907	3.33151e-09
10650	S13-2056	3.33151e-09
1732	C96-1009	3.33151e-09
14545	W00-1009	3.33147e-09
6762	C88-1069	3.33147e-09
7321	H94-1050	3.33147e-09
16964	T78-1004	3.33147e-09
16358	P84-1029	3.33145e-09
15357	N07-2038	3.33145e-09
13321	J79-1040	3.33141e-09
12186	W04-0856	3.33141e-09
7931	W02-1705	3.33141e-09
7872	W00-1307	3.33139e-09
1341	A88-1018	3.33139e-09
